3,54,55,54,3,47,101,3,6,3,3,100,3,46,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,43,3,46,100,3,66,3,46,3,55,3,54,3,47,55,51,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,47,3,46,3,55,3,54,3,47,101,3,46,3,100,66,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,47,55,51,3,46,100,3,3,46,3,55,66,3,54,3,47,101,46,3,100,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
66,3,54,3,47,101,3,46,100,66,3,47,47,3,46,3,55,3,54,3,47,101,46,3,100,3,3,47,47,46,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
54,3,47,101,3,46,100,66,3,46,3,3,54,3,44,46,100,3,3,46,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
55,46,3,47,55,3,6,3,54,3,47,101,3,46,100,66,3,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,47,101,46,3,100,66,47,47,3,46,55,3,46,3,47,55,3,54,3,33,3,46,3,46,3,3,46,3,54,47,101,46,3,100,3,66,66,0,0,0,0,0,0,5
3,46,3,47,55,3,54,3,47,50,100,56,3,46,100,47,47,3,3,46,66,55,3,46,3,47,55,3,54,47,101,46,3,100,66,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,66,66,3,34,3,46,3,46,3,3,46,3,47,55,3,54,100,47,101,46,3,46,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3,47,55,54,66,66,3,46,3,100,66,3,46,3,55,3,54,3,47,55,51,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,55,51,47,47,3,66,45,3,54,43,3,46,3,100,3,47,47,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
44,3,46,3,100,66,46,3,3,3,55,54,3,46,100,66,3,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,55,46,3,47,55,3,3,54,47,3,47,101,3,46,100,3,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
55,3,46,3,47,55,54,3,47,101,46,100,3,66,47,47,3,46,3,55,3,46,3,47,55,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,54,66,3,47,101,3,46,100,3,3,47,47,46,3,55,3,46,3,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,55,46,3,47,55,3,55,6,3,47,54,3,3,47,101,66,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,66,3,46,100,3,47,3,47,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,66,3,3,9,46,100,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,47,101,46,3,3,46,3,47,55,3,54,3,34,3,46,100,47,3,66,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3,47,55,3,54,3,34,3,47,3,46,3,3,55,3,54,66,44,3,46,3,46,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,46,3,47,101,100,3,3,47,47,46,55,3,3,47,101,3,46,100,66,3,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
55,3,54,46,3,47,101,66,3,100,3,47,47,46,3,3,55,3,54,46,3,100,3,46,3,3,47,47,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,47,55,66,51,3,47,47,3,3,3,54,3,47,55,66,3,51,46,100,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,55,46,3,47,55,3,55,55,6,54,3,47,3,47,101,3,3,47,47,3,46,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,3,47,45,66,3,61,46,3,100,3,47,47,46,55,3,46,3,54,47,60,3,3,46,46,100,66,3,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,5
54,3,38,66,3,47,3,3,55,3,54,66,3,47,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3,47,60,54,3,46,100,66,3,47,3,47,46,3,3,55,3,54,3,46,3,47,101,100,3,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,47,101,3,46,100,66,3,46,3,54,3,47,50,66,56,66,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,44,3,46,100,3,47,3,47,46,3,3,3,3,47,55,54,66,3,51,46,100,66,3,47,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,46,100,3,66,47,46,3,3,47,80,55,3,54,25,3,46,100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,3,3,3,8,54,3,47,101,66,47,3,3,47,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,47,101,3,46,100,3,47,45,3,7,46,3,66,55,3,54,3,47,101,3,100,42,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,55,46,3,47,55,3,55,55,6,6,54,3,3,3,47,47,101,46,100,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
55,46,3,47,55,3,54,3,47,55,66,51,3,46,100,3,3,47,3,46,66,3,55,3,3,3,47,55,54,3,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,3,47,47,46,100,55,3,46,3,3,47,55,54,43,3,46,3,100,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3,47,55,47,89,3,17,3,66,47,3,3,47,46,3,3,66,3,54,3,47,55,3,46,100,3,47,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,101,3,47,3,3,54,66,3,46,100,3,46,55,3,47,101,55,3,54,3,47,101,3,46,100,66,47,3,46,3,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
54,3,46,100,66,3,46,3,47,55,51,47,47,3,3,3,54,66,3,46,100,66,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
44,3,47,3,3,54,3,46,100,3,46,55,3,47,55,51,3,47,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,47,55,3,3,47,55,55,6,47,55,54,3,47,47,101,66,3,47,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,3,47,50,56,3,3,3,47,66,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,47,65,3,41,3,66,47,3,3,47,3,46,3,47,55,3,54,46,3,47,101,46,3,100,66,3,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3,47,55,3,54,46,47,101,46,3,100,66,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,47,55,3,54,47,101,46,3,100,66,47,47,3,46,3,55,3,46,33,55,3,54,3,46,44,3,47,47,100,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,47,101,3,46,100,66,3,46,3,55,3,54,3,66,3,47,3,46,3,55,3,54,3,47,101,3,46,100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
66,3,46,3,47,55,3,54,43,3,46,3,47,47,3,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,66,47,101,46,3,3,100,47,47,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,54,3,3,47,55,51,66,3,47,3,47,46,3,3,55,3,46,3,47,55,54,3,47,101,46,100,3,47,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,3,47,50,56,3,46,100,3,3,46,55,3,54,66,3,47,101,46,100,3,66,47,3,46,3,3,55,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,47,55,51,3,46,100,66,3,47,3,47,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,46,3,3,46,3,55,3,3,47,55,66,51,3,3,47,3,47,3,3,55,3,54,3,47,50,66,56,3,46,3,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,47,55,55,3,3,6,55,47,3,54,3,46,3,47,101,100,3,46,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,47,55,3,54,47,101,46,3,100,3,66,47,47,3,46,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,54,46,43,3,100,3,47,47,3,46,3,47,55,47,101,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,47,97,66,3,9,3,46,100,66,47,3,3,47,3,46,3,55,3,46,3,54,47,101,46,100,3,66,3,46,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,54,46,100,3,66,3,3,46,3,54,3,46,100,66,3,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,54,46,3,3,3,46,3,3,100,66,66,3,3,3,47,55,3,9,47,3,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,54,3,46,100,3,10,3,46,3,54,66,55,3,3,46,47,101,3,44,47,3,3,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,101,47,3,3,47,55,3,47,55,3,47,3,46,3,54,46,3,100,66,3,46,3,46,54,3,3,47,55,46,100,66,3,46,3,42,55,3,47,87,19,3,47,47,3,49,3,3,47,50,5
101,3,47,47,3,55,47,101,3,47,47,55,3,54,3,47,55,3,51,46,3,47,47,3,46,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,55,46,3,47,55,6,54,3,47,3,47,101,3,46,100,3,66,3,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,47,45,61,3,46,100,66,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,43,46,100,3,3,47,3,47,66,46,3,55,3,46,3,47,55,3,54,3,33,3,46,3,47,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
66,3,46,55,54,3,47,55,3,47,101,3,46,100,66,47,47,3,46,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,47,55,3,54,3,47,101,46,3,100,47,47,3,46,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,47,60,3,46,3,46,100,66,47,3,46,3,55,3,46,3,47,55,3,54,47,101,3,46,3,3,47,47,46,3,100,3,0,0,0,0,0,0,0,0,0,0,0,5
46,3,47,50,10,3,3,47,50,54,66,3,56,46,100,3,66,3,46,3,46,3,47,55,3,54,47,101,46,3,100,3,66,3,47,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,46,3,47,55,3,54,3,39,3,46,100,3,46,66,3,3,46,3,54,3,46,100,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46,3,54,47,101,3,46,3,100,3,46,3,55,3,54,66,49,3,46,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
79,94,46,3,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,6
79,79,79,79,79,79,79,79,79,55,29,68,16,79,79,79,79,79,79,79,79,79,79,79,46,3,79,79,79,46,80,79,79,79,79,79,79,79,79,79,79,79,79,28,46,30,79,79,79,79,6
19,79,79,79,79,79,79,79,79,3,46,3,79,28,47,79,79,79,79,79,79,79,79,79,79,79,50,34,79,79,79,79,79,79,79,79,79,79,69,3,15,79,6,46,78,79,79,79,79,79,6
79,79,79,79,79,79,7,77,35,49,53,27,29,31,79,79,79,79,79,79,79,79,37,46,79,79,79,79,79,79,79,79,79,79,15,3,3,69,65,46,19,79,79,79,79,79,79,79,79,79,6
79,79,79,79,79,79,79,79,79,79,37,3,46,94,16,79,79,79,79,79,79,79,79,79,79,34,46,3,50,52,74,79,79,79,79,79,79,79,79,21,63,49,79,79,79,79,79,79,79,79,6
79,79,79,79,79,79,79,64,3,71,39,45,79,79,79,79,79,79,79,79,55,46,79,31,53,79,79,79,79,79,79,79,79,42,57,79,79,79,79,79,79,79,60,46,3,24,78,48,79,79,6
55,52,32,79,79,79,79,79,79,79,79,52,3,32,75,46,3,51,79,79,79,79,79,79,79,79,39,10,79,11,73,79,79,79,79,79,79,79,44,3,40,62,46,22,79,7,77,79,79,79,6
79,79,79,79,79,79,79,51,3,33,74,46,55,79,79,79,79,79,79,79,79,79,7,77,35,49,58,46,3,26,79,79,79,79,79,79,79,79,69,3,15,79,11,34,79,79,79,79,79,79,6
79,79,79,79,79,79,79,79,37,46,3,47,55,29,79,79,79,79,79,79,79,79,79,79,16,68,44,79,79,79,79,79,79,79,79,79,69,46,3,15,30,54,79,79,79,79,79,79,79,79,6
17,79,79,79,79,79,79,79,79,51,46,3,14,79,44,40,79,26,58,79,79,79,79,79,79,79,79,79,9,75,44,40,79,79,79,79,79,79,79,79,28,46,3,56,46,38,72,12,79,79,6
79,79,79,36,3,65,79,79,79,79,60,20,79,79,79,79,79,19,24,79,79,79,46,79,79,10,13,79,79,79,25,3,59,79,79,62,48,79,79,71,22,79,79,79,49,79,79,70,79,79,6
46,79,79,79,79,79,79,79,79,49,3,79,31,53,79,79,79,79,79,79,79,79,42,46,32,12,79,9,75,79,79,79,79,79,79,79,74,72,72,60,79,79,79,79,79,79,79,79,35,46,6
30,3,54,79,79,79,79,79,79,79,63,46,77,33,51,79,79,79,79,79,79,79,79,44,46,3,79,18,66,79,79,79,79,79,79,79,79,50,79,31,46,53,79,79,79,79,79,79,79,79,6
79,20,3,64,79,79,79,79,79,79,79,79,36,46,80,79,79,79,79,79,79,79,79,79,48,36,71,46,3,79,79,79,79,79,79,79,79,79,79,74,10,79,16,35,79,79,79,79,79,79,6
79,79,79,74,46,61,41,43,79,79,79,79,79,79,79,74,3,61,49,35,79,79,79,79,79,79,79,79,60,46,45,79,79,79,79,79,79,79,79,79,79,79,79,15,46,11,79,79,79,79,6
79,79,79,79,79,79,79,79,66,3,46,69,33,51,79,79,79,79,79,79,79,79,79,79,79,79,79,74,10,79,21,46,38,79,79,79,79,79,79,79,10,39,68,46,16,79,79,79,79,79,6
79,79,79,79,79,79,79,17,46,3,79,79,79,79,79,79,79,79,79,11,3,8,79,79,79,79,79,79,79,79,71,46,64,43,41,79,79,79,79,79,79,79,79,6,43,64,20,79,79,79,6
21,79,79,79,79,79,79,79,79,79,79,79,79,79,79,30,46,79,79,79,79,79,79,79,79,79,79,79,79,78,3,46,3,52,50,34,79,79,79,79,79,69,66,44,40,79,79,79,79,79,6
79,79,79,79,79,79,79,74,72,72,12,79,42,42,79,79,79,79,79,79,79,79,58,46,10,12,79,79,79,79,79,79,79,79,70,76,68,3,16,79,50,34,79,79,79,79,79,79,79,79,6
